sentimen,tweet
positif,"Nikmati saja prosesnya,,, mahal ,murah,,itu wajar saat"" waktu tertentu...  Inflasi terjaga,,,  Ga sekarang aja ,harga"". Sembako naik dan turun...udh dr dulu,,  Anda masih bs bermain medsos,,itu artinya anda bs beli paket data to? Artinya mahal ,murah msh bs kebeliðŸ˜‚"
negatif,klo gak paham ilmu ekonomi tentang variabel pertumbuhan ekonomi mending mingkem cuk
negatif,"Udah manusia kuper macam lu ga ngerti mobile legend jgn sok sok ngomong gituan, ntar tol langit lu sangka jalan yol di atas langit,, Akum sampah jgn ngomong tinggi yg nga paham atinya,,, Biasa main di goa trus di gaji buat jadi buzer ya mna ngerti bahasa lu"
negatif,"Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. Termasuk presiden-presiden sebelum Jokowi. Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh.Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY"
positif,"Luarbiasa pembangunan infrastruktur di era bapak, semoga infrastruktur yang dibangun dapat menunjang pertumbuhan ekonomi dan pemerataan sosial di Republik Indonesia semangat"
negatif,"Aduhhhh, keadaan ekonomi dulu diposting tuan, nilai tukar rupiah, neraca perdagangan, Indonesia di forum internasional..."
netral,Di jaman SBY harga pupuk murah di jaman bpk pupuk mahal dan langka bisa di jelas kn kenapa pk....
negatif,"Nonton debat g smalm? Pak prabowo dgn tegas mengatakan trpuruknya ekonomi indonesia itu bkn slh  http://jokowi.tpÂ  presiden"" sblm'y"
positif,Semoga president yang terpilih nanti bisa menurunkan harga tiket pesawat @jokowi @prabowo #01 #02 #dilemapengenjalanjalan
netral,"Sedangkan Prabowo lebih fokus pada swasembada pangan, harga sembako murah, menciptakan lapangan kerja. Target market yang disasar cenderung kaum emak-emak dan mereka yg sulit mendapat kerja. Keyword: kekayaan negara, kebocoran negara."
positif,Dengan memilih prabowo sandi anda akan beramal selama 5 th Karena gaji mereka akan disumbangkan untuk kaum dhuafa dan anak yatim Aamiin... ðŸ‘†ðŸ‘† #TheGreatCampaignOfPrabowo
negatif,Ohh prabowo ikuti 1400 karyawannya. Yg tidak mengambil gajinya.ðŸ¤£ðŸ¤£ðŸ˜›ðŸ˜›  https://twitter.com/exelflores21/status/1117415666263269377Â â€¦
positif,"Bapak Jokowi, 2 Periode. HARGA MATI #photoshop #JohnWick pic.twitter.com/fKpeg7NHX2"
negatif,"Hadeh susah sih kalo otaknya ketinggal di jaman batu. Itu berarti pak Jokowi melek digital, bukan yg jawabnya ""yang onlen onlen ya?"". Tp lebih penting lagi sih bayar gaji pegawai. Ngurus perusahaan aja gak bisa. Gmb mau ngurus negara. Wkwkwk"
positif,artinya presiden yg ke 6 tdk menerima gaji.prabowo sandi akan dilimpahkan ke yatim piatu dan dhuafa subhanallah
positif,"Logistik lancar, arus barang lancar, aman ga ada preman, jalan bagus bikin kendaraan awet. Akhirnya harga murah, dan  penduduk Sumatra yang menang. #BarengJokowi"
positif,"Klo ini terlaksana saya yakin pak Prabowo dgn kebesaran hatinya akan mengatakan sys belum bisa ngaji. Klu satunya barangkali akan meng-iyakan demi sandiwara, Hiks...hiks..hiks  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih"
netral,Paguyuban Suami-Suami Gaji Paspasan mengucapkan #TerimaKasihIstriku  karena ga pernah nuntut buat beliin tas Hermes. @jokowi
positif,"mantap, semoga roda ekonomi papua berjalan lebih efektif dan efisien. terimakasih pak @jokowi"
negatif,"kalau sampai nanti kalian ambil gaji itu,apa yg kalian makan dari hasil gaji itu akan memakan tubuh anda dari dalam"
positif,Siap ketuaku.....ini bukan saja harga diri partai tapi kinerja jokowi lebih jelas dan lebih dinikmati hasilnya untuk kemaslahatan ummat bukankah garis perjuangan ketua lebih berpihak ke masyarakat yg lemah dan jokowi sudah sangat banyak membantu masyarakat sampai di desa2....
negatif,Sedih ya bro..mudah2an di akhir periode ke 2 pemerintahan Pak Jokowi nanti harga diri kampret bisa naik..minimal jadi 250 ribu lah ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…
positif,"Mamfaat yang dapat diperoleh dari pelaksanaan Asian Games 2018 tidak hanya sebatas di bidang pembinaan olahraga nasional, tetapi juga dari sisi pembangunan infrastruktur, pariwisata, dan perekonomian secara lebih luas.Â Indonesia maju, Jokowi hebat!"
negatif,"Mestinya dia liat dan datang. Bahwa yg datang kesana org2 mukanya cling, fasionable, happy, gak ada kelihatan org yg susah. Kalo pun mrk ekonominya sederhana..mrk dtg dgn rasa bahagia dan bangga. Jd gak ada yg bayar..krn cebong adalah org yg makmur lahir bathin."
positif,Oohh baiklah pemirsahðŸ˜Š Beda judul aja ya .diambil cash/ di transfer. Judulnyaaaaa....saya tetap GajianðŸ˜
negatif,"MASALAHNYA DULU KAMU JANJI PERTUMBUHAN EKONOMI 7%, MEROKET KATAMU! JANJI STOP IMPORT, JANJI STOP UTANG, JANJI INI ITU... KALO NGGAK MAMPU YA LAMBAIKAN TANGAN! BIAR @prabowo @sandiuno SAJA! JANGAN KEBANYAKAN NGELES!"
netral,"Di Korsel banyak yg main game Starcraft, sampe bener2 pro bener mainnya.  Negaranya maju, militernya kuat, ekonominya sangat kuat."
netral,"Demi kelangsungan peningkatan perekonomian, kesehatan, pendidikan serta kesejahteraan Sosial di Indonesia. Jokowi terus menerapkan beberapa ide-ide baru dngan harapan banyak faktor di Indonesia yang meningkat seiring dengan berjalannya waktu dimasa pmerintahannya. #PiliOrangbaik"
positif,Kenapa g sandi bahas kalau salah mas?  Kan bisa jadi poin besar untuk buktikan jokowi g bagus...  Atau emang prabowo yg g tau ekonomi makro atau ekonomi skala nasional
netral,"Prabowo Janji Pertumbuhan Ekonomi 8%, Rizal Ramli Jelaskan Caranya"
netral,@SandiUno @Prabowo @MardaniAliSera @FadliZon Prabowo berujar salah arahnya pembangunan ekonomi Indonesia saat ini juga tak terlepas dari andil presiden sebelum Jokowi. Anjay! #PrabowoSalahkanSBY #KoalisiPrabohong #WowoCapresAbadi
netral,"Secara khusus, Presiden Jokowi ingin melakukan pembangunan manusia. Sebab, tantangan global menuntut penguatan Sumber Daya Manusia (SDM), sebagai penopang perekonomian. #PiliOrangbaik #PilihJelasIslamnya #PilihBajuPutih"
netral,Inilah bukti pemerataan pembangunan yang dimaksud @jokowi diharapkan koneksi warga papua lebih efisien  dan titik ekonomi baru tercipta.
positif,"Pertumbuhan ekonomi harus diimbangi dengan pemerataan. Selain untuk mencegah ketimpangan, juga demi mewujudkan keadilan bagi seluruh rakyat Indonesia. @jokowi #PilihOrangBaik #PilihYgJelasIslamnya #PilihYgBajuPutih pic.twitter.com/hki07KbqcJ"
netral,Gimana nih pa di gaji ga? @jokowi @prabowo
positif,@CelotehPrabu Assalammu'aalaikum Wr Wb.Maaf Bpk Prabowo Sandi...Jng Hanya Guru Honor K2 Saja yg Di Perhatikan tetapi Para Guru2 Honor/Honorer Di Sekolah2 Swasta lah yg Harus di Fikiran Mereka Hidup tdk Layak dng Gaji Seenak Yayasan Saja Di bawah UMR& Sang
positif,"Yaa Allah, banyak dari kami blm mampu berbagi utk sesama, namun kami hanya mampu melalui hati dgn memilih Prabowo Sandi sbg Presiden, dimana beliau akan memberikan Gajinya utk Anak Yatim dan kaum Dhuafa. Yaa Allah, berilah Amanah kpd beliau berDUA."
positif,"2004, sy pilih SBY JK,  tapi 10th tdk dihargai @prabowo, Sy mau @AgusYudhoyono jadi CAPRES 2024, sy pilih @jokowi krn kalo @prabowo menang pasti mau 2 periode juga,   #2019TetepJokowi #2024capresAHY demokrat pasti Aman 5 besar pemilu menurut @DennyJA_WORLD"
negatif,"Kalau benar, codot cuma dihargai 200rb murah benar. Harga dirinya cuma 50rb - 200rb. Gua dibayar 20jt diminta datang ke kampanyenya Prabowo aja ogah."
positif,"Ada pula dampak second round effect pada momen Asian Games 2018 yang terjadi karena adanya efek pengganda terhadap perekonomian sehingga dapat menyebabkan penciptaan lapangan kerja, pertumbuhan ekonomi, dan penambahan pendapatan masyarakat. Jokowi hebat!"
netral,Jika Prabowo - Sandi Menang saya berjanji tidak akan mengambil Gajinya...ðŸ˜ðŸ˜
netral,". Sebelumnya harga BBM di Papua senilai Rp 100.000/liter, sungguh drastik, di era Jokowi mampu menekan harga premium seharga Rp6.450/liter setara dengan harga BBM di seantero nusantara. #PiliOrangbaik #PilihJelasIslamnya #PilihBajuPutih"
positif,Hahaha takdelah. Maâ€™aruf Amin yang jadi calon naib presiden dengan jokowi tu pun pemimpin majelis ulama indonesia. Saja pilih prabowo sebab jokowi ada masalah ekonomi waktu jadi presiden dulu.
netral,"Bila Terpipilh, Prabowo-Sandi akan Berikan Seluruh Gajinya untuk Fakir Miskin    https://www.portal-islam.id/2019/04/bila-terpipilh-prabowo-sandi-akan.htmlÂ â€¦ pic.twitter.com/5gFfCzoT0s"
netral,"Salah satu wacana untuk memanfaatkan teknologi dalam e-sport juga patut diacungi jempol. Wadah dan regulasi yg jelas bisa memberikan angin segar pada perputaran ekonomi. Pajak dari sektor ini  perlu dikawal. Anak muda punya kegiatan positif negara bisa mewadahi, itu juga misi."
negatif,"Saham sdh dijual,aset banyak berkurang & sekarang tidak akan menerima gaji...????hmmmmm.... Mau korupsi yg g seberapa...???"
negatif,"Penerimaan pajak itu bahasa kerennya tax ratio  Tax ratio itu SUMBER penerimaan pajak, jadi jelas yang ditambah itu SUMBERNYA, bukan tarifnya  Contohnya cukong2 konglomerat yang selama ini gak bayar pajak DIPAKSA untuk bayar  Yang bilang kontradiksi berarti ketauan gak paham"
negatif,"bu Ning dr Tengaran mengeluhkan harga kacang yg slalu terjepit, harga susu yg kian menonjol dan harga kolor yg turun naik di mana pak @jokowi ?"
positif,"Hahahaha.... Kalau mau sumbang itu bukan gaji om. Tapi Dana Operasional Presiden dan Wapres, berani gak????  Saya yakin kagak. Kenapa? krn dana operasional itu besar.Mknya knp @jokowi justru beli sabun 2M,bagi sepeda,bagi sembako.Itulah dana operasional,yg dia beri utk rakyat"
positif,"Di saat yg tak berotak memikirkan mobile legend, di satu sisi orang cerdas memikirkan ekonomi kerakyatan  #UASdifitnahKejiDanBrutal"
negatif,"pokonya ekonomi meroket lah, hidup mobile legend, #2019gantipresiden #kumsi"
negatif,Kalau lihat total program pasti tahu kualitas. Jika membahas respon wacana perputaran ekonomi dari dunia game (eSport) itu juga bisa menjadikan ekonomi sedikit terangkat..  Ibu kenal ibu Mia ga yg dari tegal?
positif,"Gaji buta dong pak...?  Mending kami laporkan ke pak Prabowo, kalau dengan izin Allah beliau jadi presiden, gantiin bapak...."
negatif,Kerjanya jokowi Bbm naik Listrik naik Bpjs defisit Hutang membengkak Harga sawit anjlok Harga karet anjolk Petani garam menjerit Semua susah... Waktunya ganti presiden  https://www.facebook.com/100007503303773/posts/2276857425907679/Â â€¦
positif,"dari data lu aja keliatan kan? di zaman jokowi cuma 2,6% tapi infrastruktur nambah dimana2..dana desa triliunan sehingga desa bergerak ekonominya..gila keren emang Indonesia di zaman Jokowi..lebih keren lagi pastinya di periode ke 2 ðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜Ž"
positif,"Maka dari itu jangan Sampai Memilih Mereka,Entar KEKAYAAN ALAM NUSANTARA:Emas,Migas,Tanah & UANG KAS NEGARA HABIS MASUK KE BANK2 LUAR NEGERI,Mereka Sudah Rencana Tidak Mau terima GAJI Presiden,terlalu Sedikit Buat @prabowo & @sandiuno Mereka Kelas KAKAP,ikan Teri utk bawahan2 aja https://twitter.com/triwul82/status/1117117619440476161Â â€¦"
netral,"Jangan cuma bisa sebut pertumbuhan  ekonomi saat rezim SBY 6%, Jokowi 5%, coba diliat trennya sejak 2004 sd 2014. Grafiknya turun terus sampai dibalikkan Jokowi th 2016. Cek juga inflasi masa SBY vs Jokowi."
negatif,Pemimpin terbaik kok ekonominya gak sesuai goal!  Jangan berlebihan
netral,"Coba lu ngmng gini waktu jaman Lulung dan M.Topik ðŸ˜‚ðŸ˜‚  btw, fungsi DPRD itu mitra dlm bidang legislatif tp jg bs jd pengawas gubernur dlm menjalankan anggaran. Gw sbg pembayar pajak lbh seneng anggota DPRD yg garang kok...ðŸ˜‹"
positif,Punya presiden yang sangat menghargai istrinya  #TerimaKasihIstriku @Kiyai_MarufAmin @jokowi @addiems pic.twitter.com/guFtY2Q8Tp
positif,"Semoga jokowers yg membaca ini mendapat hidayah Allah SWT  Jika Terpilih, Prabowo-Sandiaga Janji Tak Ambil Gaji  http://detik.id/64sS5rÂ "
netral,"Lagi beli lalapan  AbangÂ² lalapan : nanti kalo yg jadi presiden pak Jokowi lalapannya ngga naik, kalo presidennya Prabowo harganya naik  Aku (dalem hati) :: waduh frontal gini :v   Tapi gapapa lah semua orang berhak ikut pesta demokrasi negeri ini   Aku pengamat ae wes :v"
netral,"Total dampak dari Asian Games 2018 berkontribusi langsung terhadap Produk Domestik Bruto (PDB) negara dan pertumbuhan ekonomi Indonesia. Jokowi hebat, Indonesia maju!"
netral,"Nilai ekonomi seperti peningkatan pariwisata, peningkatan kesempatan kerja, peningkatan kesempatan usaha, promosi kota penyelenggaraan, dan penciptaan nilai tambah ekonomi juga diraih negara sebagi penyelenggara Asian Games 2018. Jokowi hebat! Jokowi sekali lagi!"
positif,Paguyuban Suami-Suami Gaji Paspasan mengucapkan #TerimaKasihIstriku Yang masih belum jelas keberadaannya  karena ga pernah nuntut buat beliin tas Hermes. @jokowi
netral,"Dampak ekonomi tdk langsung Asian Games 2018, meliputi tahap konstruksi, operasional penyelenggaraan &kedatangan pengunjung, berkontribusi pd pertumbuhan PDB dan nilai tambah ekonomi, peningkatan output sektor, penyerapan tenaga kerja, & peningkatan pendapatan riil. Jokowi hebat!"
netral,"Kan ga hanya gaji aja yg d terima,mungkin ada insentif laen dari kegiatan pak @jokowi ,yang jelas udah d klarifikasi kpk.jadi anda ga yakin sama sistem pengujian lhkpn yg d lakukan oleh kpk?"
positif,Pakdeku juarakkk!! Presiden aja bisa menghargai para driver..lahh trus cs rese yg bukan sapa2 knp suka meremehkann driver? Tapi ga smua jg cs bgtu
negatif,topik debat kan tentang ekonomi dan kesejahteraan sosial keuangan dan investasi serta perdagangan dan industri ... trs kenapa malah pk Jokowi membahas  e - sports ... game sprt mobile legend dota 2 sama pubg  itu game yg membuat anak2 kita terlena
negatif,Kasihan ya hari gini baru bicara harga2
positif,TGB menilai Jokowi bahwa pada Debat kemarin Jokowi kuasai soal bagaimama membangun ekonomi kreatif.  #01JokowiAmin #JokowiMenangTotalDebat @AlvinoLulu @Barna_byo @katerinaKwari https://bisnis.tempo.co/read/1195571/tgb-nilai-jokowi-menguasai-soal-ekonomi-kreatifÂ â€¦
positif,"#bukansalahbapak  Ditanya soal Kritik Prabowo, AHY Minta Hargai Pemimpin Pendahulu  http://kom.ps/AFzEo4Â "
negatif,Debat: Prabowo Mau Belajar Ekonomi Ke Tiongkok! Lupa Kalau Kampret Benci China  http://bit.ly/2P6pDOZÂ 
netral,Orang2 yg benar faham ekonomi yg akan membantu Pak @prabowo  https://youtu.be/C1kniFZ9VpEÂ 
negatif,"Gimana mau main Mobile legend kalo paket aja nggak kebeli krn ekonomi lemah. Jawaban Prabowo Cerdas dan kena tepat ke Jantung masalah,kalo Jae kasih pertanyaan biar dianggap dia manusia millenial padahal dungu nggak ketulungan...hehhehee..."
negatif,Goblog aje ampe ada yg mempermasalahin Moba PUBG... pak @jokowi cmn ngikutin trend utk milenial utk lbih bisa dipahamin.. kan kalo liat full videonya dia lg bahas EKONOMI DIGITAL.. ESPORT itu salah satunya... PUBG ama MOBA tuh bagian dri ESPORT.. wakkaakaka
negatif,"Setelah itu saya nyerocos tentang Profesor Sumitro Joyohadikusumo, Ekonomi Benteng, Orde Lama, Orde Baru, karier militer Pak Prabowo, soal beliau jadi menantu Pak Harto, dan semacamnya. Tetangga kamar kaget saat saya bilang Pak Sumitro itu keturunan Tionghoa dan non-muslim..."
positif,"Senang,gembira lihat lautan manusia kemarin tepatnya tgl 13 April 2019,pintar cinta damai bukan provokator dan tdk muda percaya Hoax  mendukung pak @jokowi   Jgn Golput.PANCASILA&TOLERANSI,NKRI HARGA MATI #KonserPutihBerSATU pic.twitter.com/U18oPok30w"
negatif,"Anjing aja lebih punya harga diri dari pada kalia @projo45 yg rela nyuri/maling cm demi terlihat rame,,, apa pak @jokowi  yg instruksikan  kalian spy menghalalka  segala cara..!?"
negatif,Tetapi tetap tdk bisa kebijakan ekonomi nasional hanya di dasarkan pada 1 - 2 orang yg mengeluh harga2 mahal. Mau di bawa ke mana ekonomi negara ini..?
positif,"Kadang bingung juga, mereka2 yg tak bersyukur ada infrastruktur jembatan mempermudah kegiatan perekonomian di timur indonesia  Preaiden kalo cuma mau menang bangun aja di jawa selesai dpt dukung banyak Tapi jokowi menjalan pembangunan keadilan seluruh rakyat #IndonesiaOptimis"
netral,"Pak, liat ini pak.  @jokowi @prabowo @Chilli_Pari @sandiuno @kaesangp @LuhutBinsar  https://youtu.be/qlB7vg4I-ToÂ    Tolong digajih team yg bikin film dokumenter sekeren iniðŸ˜­  Bikin nangis dan ngerasa bersalah banget sering lupa cabut casan dan matiin lampu :(("
netral,"Namun, sebagai anak seorang ahli ekonomi, fenomena ransel besar Prabowo juga sesuatu yang wajar bagi Yunus. prabowo sandiuno #PrabowoSandi #IndonesiaMenang #IndonesiaAdilMakmur"
positif,"Ini penutup debat kemaren, pak Prabowo dan pak Sandi akan memberi sepenuhnya gaji mereka sbg presiden n wakil presiden untuk membantu rakyat miskin. Tp sebelum debat ini juga, pendukung PADI sih udah pd tau. Ya ga ya ga???  http://dlvr.it/R2lf3yÂ "
negatif,Masak kebijakan ekonomi nasional hanya di dasarkan pada keluhan 1 - 2 orang harga mahal..? Mau dibawa kemana ekonomi negara ini..? ðŸ˜
positif,Beneran itu paling kocak kemaren..ditambah lagi pas uno diajarin ekonomi makro ama pak Jokowi..anjaaay lulusan summa cum laude diajarin ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜… tamat dah itu pasangan 02 ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…
positif,"Jokowi lebih cepat merespon perubahan & tuntutan jaman, merangkul semua kalangan & hasil kerjanya nyata. Sentuhan jokowi mengangkat harga diri bangsa dimata dunia. Memilih jokowi, melawan khilafah & preman brjubah yg menjual agama u/ takut2i rakyat"
netral,"Boleh. Ketemuan ya kita? Berapa nomor whatsapp ente? Saya di Pebayuran, Bekasi. Petani di Pebayuran ga ada masalah. Harga fluktuatif, normal. Kisaran 4.200 sampai 4.800 per kilo untuk gabah kering."
netral,Ada berapa jumlh buku sale  brap harganya@FaldoMaldini@prabowo tolong
negatif,Ternyata omm wowo ga mahir ekonomi Sandi kan pengusaha masa ga tw begituan.. Mw dibawa kemana rakyat nanti hny diteriakin dg ilusi
negatif,"Sandi Uno bicara soal ekonomi global yg buat contoh Sample Ibu Murji'ah sama Ibu Paijem dari Tegal hahahhahaha,,,,,"
netral,"Dibukuny konsep prabowo : tidak impor dan hutang luar negeri yg jor2an, meningkat rasio pajak,  menutup kran2 kebocoran apbn, industrialisasi, meningkatkn gaji pns dan penegak hukum utk mengurangi korupsi, memperkuat KPK, dsb"
negatif,"Sebetulnya Pak Prabowo mau bilang, Lu jadi presiden 4,5 tahun ngapain aje? Gitu lo mbak! Polos banget! Pertmbuhan ekonomi meroket Dari 7% jadi 5%. Hebat ga tuh?"
netral,*sementara itu*   Prabowo tadi malam memuji & menyarankan agar Indo meniru Tiongkok dalam perekonomian & pemberantasan kemiskinan.  https://twitter.com/tempodotco/status/1117317831421353984Â â€¦
negatif,"Jokowi ikut ikutan saya akan mewakafkan diri saya untuk negara.   Heleh, wakaf tuh gak ambil gaji. Jangan kan gak ambil gaji. Wong kampanye aja masih minta di gaji negara"
positif,"Best quote of the day: Dengan Mencoblos Prabowo Sandi, Anda Telah Berinfaq Selama 5 Tahun, Karena Gaji Mereka Disumbangkan Pada Kaum Dhuafa & Anak Yatim #prabowosandimenang #UASdifitnahKejiDanBrutal"
negatif,"18M, 1M, 8M, hhhhhh Oke deh gini, prestasi bapak sandi dalam membangkitkan ekonomi secara signifikan apa? Solusi bapak prabowo mengentaskan pendidikan orang orang bodoh seperti apa? Kalau memang pemerintahan sekarang buruk,sistem apa yang harus diubah? Satu aja dan solusi.  https://twitter.com/edwan1479/status/1117396332900052992Â â€¦"
