sentimen,tweet,clean_tweet,clean_tweet_sentence
negatif,"Itu sama kayak Tentara dulu mbak. Zaman firaun tentara itu ndak digaji, hanya dikasih kekuasaan utk kelola sesuatu saja. Bahkan kalau perang yang dipakai adalah para budak sebagai pasukan berani mati. PROFESI @prabowo itu, dulu adalah pekerjaannya para BUDAK.  DUNIA BERKEMBANG.","['sama', 'mirip', 'tentara', 'dulu', 'mbak', 'zaman', 'firaun', 'tentara', 'tidak', 'gaji', 'kasih', 'kuasa', 'kelola', 'bahkan', 'kalau', 'perang', 'pakai', 'budak', 'pasu', 'berani', 'mati', 'profesi', 'prabowo', 'dulu', 'kerja', 'budak', 'dunia', 'kembang']",sama mirip tentara dulu mbak zaman firaun tentara tidak gaji kasih kuasa kelola bahkan kalau perang pakai budak pasu berani mati profesi prabowo dulu kerja budak dunia kembang
negatif,Kalau ngga mampu ya jangan janji mas.....yg ngomong Dan bikin rencana kan anda sendiri....ekonomi tumbuh 7% ....sekarang ko merong merong ngga tercapai....kalah sama Malay Dan thailand,"['kalau', 'tidak', 'mampu', 'iya', 'jangan', 'janji', 'mas', 'bicara', 'bikin', 'rencana', 'kan', 'sendiri', 'ekonomi', 'tumbuh', '7', 'sekarang', 'kok', 'rong', 'rong', 'tidak', 'capai', 'kalah', 'sama', 'malay', 'thailand']",kalau tidak mampu iya jangan janji mas bicara bikin rencana kan sendiri ekonomi tumbuh 7 sekarang kok rong rong tidak capai kalah sama malay thailand
positif,"Wajar pak @jokowi mengucapkan "" #TerimaKasihIstriku "" pada ibu Iriana.  Karena..,  Berkat istri yg tidak pungam/sok-sok'an, beliau bisa fokus memperbaiki ekonomi kita yg sudah ""SALAH ARAH"" berpuluh tahun.  {kata @prabowo loh }  Dan berhasil nyataðŸ‘ðŸ»  pic.twitter.com/ADg1EU27jP","['wajar', 'pak', 'jokowi', 'ucap', 'ibu', 'iriana', 'berkat', 'istri', 'tidak', 'pungamsoksokan', 'beliau', 'fokus', 'baik', 'ekonomi', 'salah', 'arah', 'puluh', 'tahun', 'kata', 'prabowo', 'loh', 'hasil', 'nyata']",wajar pak jokowi ucap ibu iriana berkat istri tidak pungamsoksokan beliau fokus baik ekonomi salah arah puluh tahun kata prabowo loh hasil nyata
positif,"Bnyk beramal,jgn salahkan presiden, otaknya gak jenius.masaknnya bs jdi kurang enak n harga jualnya mahal jadinya sepi pembeli ðŸ™ðŸ™","['banyak', 'beramaljgn', 'salah', 'presiden', 'otak', 'tidak', 'jenius', 'masaknnya', 'jadi', 'kurang', 'enak', 'harga', 'jual', 'mahal', 'jadi', 'sepi', 'beli']",banyak beramaljgn salah presiden otak tidak jenius masaknnya jadi kurang enak harga jual mahal jadi sepi beli
netral,"kenapa skrg lesu? krn daya beli berkurang... sebabnya biaya hidup mahal... TDL naik, BBM naik Tol mahal pajak mahal berimbas kepada biaya produksi dan transportasi besar... sehingga harga hrs naik... harga naik konsumen turun... pendapatanpun ikut turun...","['sekarang', 'lesu', 'daya', 'beli', 'kurang', 'sebab', 'biaya', 'hidup', 'mahal', 'tdl', 'naik', 'bbm', 'naik', 'tol', 'mahal', 'pajak', 'mahal', 'imbas', 'biaya', 'produksi', 'transportasi', 'besar', 'harga', 'naik', 'harga', 'naik', 'konsumen', 'turun', 'dapat', 'ikut', 'turun']",sekarang lesu daya beli kurang sebab biaya hidup mahal tdl naik bbm naik tol mahal pajak mahal imbas biaya produksi transportasi besar harga naik harga naik konsumen turun dapat ikut turun
negatif,Kata siapa mas?  Sesekalia jalan2 ke karawang sini.. Petani disini menjerit semenjak jokowi harga gabah turun drasti karena banyak impor saat panen raya #savepetanikarawang,"['kata', 'siapa', 'mas', 'sesekalia', 'jalan', 'karawang', 'sini', 'tani', 'sini', 'jerit', 'semenjak', 'jokowi', 'harga', 'gabah', 'turun', 'drasti', 'banyak', 'impor', 'panen', 'raya']",kata siapa mas sesekalia jalan karawang sini tani sini jerit semenjak jokowi harga gabah turun drasti banyak impor panen raya
negatif,"Bego lu...itu kan drama hoax kubu mas wowo... Lagian partai demokrat sudah di lecehkan aja msh aja koarÂ²,ga punya harga diri lu...ðŸ˜","['bodoh', 'kamu', 'kan', 'drama', 'isu', 'bohong', 'kubu', 'mas', 'wowo', 'partai', 'demokrat', 'leceh', 'koarga', 'punya', 'harga', 'diri', 'kamu']",bodoh kamu kan drama isu bohong kubu mas wowo partai demokrat leceh koarga punya harga diri kamu
negatif,"Tolol.. yng mengembangkan digital jangan yg busung lapar lah.. emang manusia indonesia cuma satu? Pakai pendekatan ekonomi makro, bukan pakai satu dua kasus  Duit kan berputar, dihasilkan di industri A kemudian diputar ke perbaikan busung lapar. Paham gak ente??.","['tolol', 'kembang', 'digital', 'jangan', 'busung', 'lapar', 'lah', 'memang', 'manusia', 'indonesia', 'cuma', 'satu', 'pakai', 'dekat', 'ekonomi', 'makro', 'bukan', 'pakai', 'satu', 'kasus', 'uang', 'kan', 'putar', 'hasil', 'industri', 'a', 'kemudian', 'putar', 'baik', 'busung', 'lapar', 'paham', 'tidak']",tolol kembang digital jangan busung lapar lah memang manusia indonesia cuma satu pakai dekat ekonomi makro bukan pakai satu kasus uang kan putar hasil industri a kemudian putar baik busung lapar paham tidak
netral,AHY Minta Prabowo Hargai Jasa Presiden Sebelumnya ,"['ahy', 'minta', 'prabowo', 'harga', 'jasa', 'presiden', 'belum']",ahy minta prabowo harga jasa presiden belum
negatif,Memang @sandiuno itu tdk memahami apapun tentang mengelola negara.Termasuk org disekitarnya yg memberi masukan ekonomi kpd cawapres nya,"['memang', 'sandiuno', 'tidak', 'paham', 'apa', 'kelola', 'negara', 'masuk', 'orang', 'sekitar', 'beri', 'masuk', 'ekonomi', 'cawapres', 'nya']",memang sandiuno tidak paham apa kelola negara masuk orang sekitar beri masuk ekonomi cawapres nya
negatif,Edunnn.... Sekelas Menterinya pak @jokowi  Sekelas Pejabatnya @cakimiNOW @DPP_PKB  Bisa2nya nyebar hoax. @kemkominfo @rudiantara_id digaji rakyat ngapain aja klo temen sendiri nyebar HOAX dibiarkan????,"['edunnn', 'kelas', 'menteri', 'pak', 'jokowi', 'kelas', 'jabat', 'cakiminow', 'dpppkb', 'bisa2nya', 'nyebar', 'isu', 'bohong', 'kemkominfo', 'rudiantaraid', 'gaji', 'rakyat', 'sedang', 'apa', 'kalau', 'teman', 'sendiri', 'nyebar', 'isu', 'bohong', 'biar']",edunnn kelas menteri pak jokowi kelas jabat cakiminow dpppkb bisa2nya nyebar isu bohong kemkominfo rudiantaraid gaji rakyat sedang apa kalau teman sendiri nyebar isu bohong biar
netral,Nyatanya Pemerintah di Era Jokowi Sangat Mendukung Perkembangan Ekonomi DigitalÂ  #bukansalahbapak #JokowiMenangTotalDebat #TerimaKasihIstriku #PrabowoSalahkanSBY pic.twitter.com/uLJ9uFyhFi,"['nyata', 'perintah', 'era', 'jokowi', 'sangat', 'dukung', 'kembang', 'ekonomi', 'digital']",nyata perintah era jokowi sangat dukung kembang ekonomi digital
negatif,Ketika wanita lain cerewat pada suaminya #TerimaKasihIstriku Yang masih belum tau sekarnag dimana kamu hanya cerewet sama tukang sayur yang harganya naik. @jokowi,"['wanita', 'cerewat', 'suami', 'tahu', 'sekarnag', 'kamu', 'cerewet', 'sama', 'tukang', 'sayur', 'harga', 'naik', 'jokowi']",wanita cerewat suami tahu sekarnag kamu cerewet sama tukang sayur harga naik jokowi
positif,"Kalau pak prabowo saya tau dia dari dulu memang tak ambil gaji semasa masih jadi anggota..  Info dari bpk2 purna beda orang beda tempat.. Dgr ttg pak prabowo dari mereka, saya yakin mereka jujur   #TusukPrabowoSandi #TusukPrabowoSandi","['kalau', 'pak', 'prabowo', 'tahu', 'dulu', 'memang', 'tidak', 'ambil', 'gaji', 'masa', 'jadi', 'anggota', 'informasi', 'bpk2', 'purna', 'beda', 'orang', 'beda', 'tempat', 'dengar', 'pak', 'prabowo', 'yakin', 'jujur']",kalau pak prabowo tahu dulu memang tidak ambil gaji masa jadi anggota informasi bpk2 purna beda orang beda tempat dengar pak prabowo yakin jujur
negatif,"Ada yg bilang Trans Papua, MRT Karya Jokowi....HEBOH 1 Indonesia memprotes pernyataan itu. Satu orang yg lainnya bilang ""Pembangunan Ekonomi salah Arah, bkn salah Jokowi tp salah Presiden SebelumÂ²nya""... DIAM SATU INDONESIA ... Krik krik krik Ternyata satu org ini sungguh sakti..","['bilang', 'trans', 'papua', 'mrt', 'karya', 'jokowi', 'heboh', '1', 'indonesia', 'protes', 'nyata', 'satu', 'orang', 'lain', 'bilang', 'bangun', 'ekonomi', 'salah', 'arah', 'bukan', 'salah', 'jokowi', 'salah', 'presiden', 'belum', 'diam', 'satu', 'indonesia', 'garing', 'garing', 'garing', 'nyata', 'satu', 'orang', 'sungguh', 'sakti']",bilang trans papua mrt karya jokowi heboh 1 indonesia protes nyata satu orang lain bilang bangun ekonomi salah arah bukan salah jokowi salah presiden belum diam satu indonesia garing garing garing nyata satu orang sungguh sakti
negatif,"Overheard   ðŸ‘§ ehmm jokowi bagus sih di segi pembangunan ðŸ™Ž iyaa ekonomi jg makin maju ðŸ‘§ tapi ya gue males sih milih dia. Soalnya pembangunannya ga gua rasain. Dia bikin jalan tol, gua kan kemana2 naik motor  Awas aja lu mudik lewat tol ya bu!","['overheard', 'ehmm', 'jokowi', 'bagus', 'sih', 'segi', 'bangun', 'iya', 'ekonomi', 'makin', 'maju', 'iya', 'malas', 'sih', 'pilih', 'soal', 'bangun', 'tidak', 'rasai', 'bikin', 'jalan', 'tol', 'kan', 'kemana2', 'naik', 'motor', 'awas', 'kamu', 'mudik', 'lewat', 'tol', 'iya', 'bu']",overheard ehmm jokowi bagus sih segi bangun iya ekonomi makin maju iya malas sih pilih soal bangun tidak rasai bikin jalan tol kan kemana2 naik motor awas kamu mudik lewat tol iya bu
positif,Mau beramal terus setiap bulan selama 5 tahun??   Pilih @prabowo @sandiuno !  Gaji mereka sebagai RI-1 dan 2 selama 5 tahun akan disedekahkan ...  Allah Mahakaya. Para pemilihnya pasti kebagian berkahnya.  Gak mau?,"['mau', 'amal', 'terus', 'bulan', 'lama', '5', 'tahun', 'pilih', 'prabowo', 'sandiuno', 'gaji', 'ri1', '2', 'lama', '5', 'tahun', 'sedekah', 'allah', 'mahakaya', 'pilih', 'bagi', 'berkah', 'tidak', 'mau']",mau amal terus bulan lama 5 tahun pilih prabowo sandiuno gaji ri1 2 lama 5 tahun sedekah allah mahakaya pilih bagi berkah tidak mau
negatif,"Bicara soal pajak. Soal ingin menaikkan pajak. Semuanya serba pajak. Pajak sekarang belum bayar, sok sokan mau naikin pajak. Sehat prabowo? #JokowiMenangTotalDebat #JokowiPutihkanGBK #Capres02TukangTeror pic.twitter.com/AYyBEPYarP","['bicara', 'soal', 'pajak', 'soal', 'naik', 'pajak', 'semua', 'serba', 'pajak', 'pajak', 'sekarang', 'bayar', 'sok', 'sok', 'mau', 'naikin', 'pajak', 'sehat', 'prabowo']",bicara soal pajak soal naik pajak semua serba pajak pajak sekarang bayar sok sok mau naikin pajak sehat prabowo
positif,dia juga ingin merasakan peluh keringat yg jg dirasakan pendukungnya yg sdh berkumpul sejak pagi..itulah penghargaan tertinggi utk rakyat #17AprilCoblosBajuPutih #17AprilCoblosBajuPutih #17AprilCoblosBajuPutih #17AprilCoblosBajuPutih #17AprilCoblosBajuPutih #01IndonesiaMaju,"['rasa', 'peluh', 'keringat', 'rasa', 'dukung', 'kumpul', 'sejak', 'pagi', 'harga', 'tinggi', 'rakyat']",rasa peluh keringat rasa dukung kumpul sejak pagi harga tinggi rakyat
negatif,Pak Jokowi terlihat tidak paham soal ekonomi makro dan mikro romlah. ðŸ˜‚ðŸ˜‚ðŸ˜‚,"['pak', 'jokowi', 'lihat', 'tidak', 'paham', 'soal', 'ekonomi', 'makro', 'mikro', 'romlah']",pak jokowi lihat tidak paham soal ekonomi makro mikro romlah
netral,Dear bapak @jokowi @prabowo saya butuh Kartu Skincare yang unlimited dan Kartu potongan harga kalo beli gincu.,"['dear', 'bapak', 'jokowi', 'prabowo', 'butuh', 'kartu', 'skincare', 'unlimited', 'kartu', 'potong', 'harga', 'kalau', 'beli', 'gincu']",dear bapak jokowi prabowo butuh kartu skincare unlimited kartu potong harga kalau beli gincu
negatif,"Hahaha peluang lapangan kerja? Elo hitung berapa warga negara Indonesia yg main esport, terus berapa yg punya penghasilan dari esport? Nggak ada seujung kuku, jadi sia sia. Prioritaskan lapangan kerja, ekonomi mikro, swasembada pangan. Kita masih negara berkembang, bukan maju.","['hahaha', 'peluang', 'lapang', 'kerja', 'kamu', 'hitung', 'berapa', 'warga', 'negara', 'indonesia', 'main', 'esport', 'terus', 'berapa', 'punya', 'hasil', 'esport', 'tidak', 'ujung', 'kuku', 'jadi', 'sia', 'sia', 'prioritas', 'lapang', 'kerja', 'ekonomi', 'mikro', 'swasembada', 'pangan', 'negara', 'kembang', 'bukan', 'maju']",hahaha peluang lapang kerja kamu hitung berapa warga negara indonesia main esport terus berapa punya hasil esport tidak ujung kuku jadi sia sia prioritas lapang kerja ekonomi mikro swasembada pangan negara kembang bukan maju
negatif,Lah kalian yg mulai kata nya klo gak milih jokowi gak bleh naik tol pas lebaran.   Kalian lupa lwt tol bayar pembangunan tol dari pajak rakyat.. hasil ngutang jga yg bayar rakyat emang jokowi doang yg bayar mikir.  1 lgi gw cma pengen memperjelas maksud klian bkn menyerang kalian,"['lah', 'kalian', 'mulai', 'kata', 'nya', 'kalau', 'tidak', 'pilih', 'jokowi', 'tidak', 'naik', 'tol', 'pas', 'lebaran', 'kalian', 'lupa', 'lewat', 'tol', 'bayar', 'bangun', 'tol', 'pajak', 'rakyat', 'hasil', 'hutang', 'bayar', 'rakyat', 'memang', 'jokowi', 'bayar', 'mikir', '1', 'cuma', 'jelas', 'maksud', 'kalian', 'bukan', 'serang', 'kalian']",lah kalian mulai kata nya kalau tidak pilih jokowi tidak naik tol pas lebaran kalian lupa lewat tol bayar bangun tol pajak rakyat hasil hutang bayar rakyat memang jokowi bayar mikir 1 cuma jelas maksud kalian bukan serang kalian
netral,"Jokowi: 5 Tahun ke Depan, Ekonomi Indonesia Makin Kuat  https://m.liputan6.com/bisnis/read/3940876/jokowi-5-tahun-ke-depan-ekonomi-indonesia-makin-kuatÂ â€¦","['jokowi', '5', 'tahun', 'depan', 'ekonomi', 'indonesia', 'makin', 'kuat']",jokowi 5 tahun depan ekonomi indonesia makin kuat
positif,"ga ada yg di buat"" dari gestur pak @prabowo  & bang @sandiuno ,semua alami. no pencitraan no nyontek""an. itu menandakan pa PS menghargai rakyat yg mengamanahkan kepercayaan kpd mrk & Sandi mengajak org"" yg blm mempunyai pilihan supaya tdk ragu utk mencoblos no.02","['tidak', 'buat', 'gestur', 'pak', 'prabowo', 'bang', 'sandiuno', 'semua', 'alami', 'nomor', 'citra', 'nomor', 'nyontekan', 'tanda', 'apa', 'pas', 'harga', 'rakyat', 'amanah', 'percaya', 'sandi', 'ajak', 'orang', 'punya', 'pilih', 'tidak', 'ragu', 'coblos', 'nomor', '02']",tidak buat gestur pak prabowo bang sandiuno semua alami nomor citra nomor nyontekan tanda apa pas harga rakyat amanah percaya sandi ajak orang punya pilih tidak ragu coblos nomor 02
negatif,gaji bakal seluruhnya disumbang kerakyat wkwk jaman purba,"['gaji', 'bakal', 'seluruh', 'sumbang', 'rakyat', 'wkwk', 'jaman', 'purba']",gaji bakal seluruh sumbang rakyat wkwk jaman purba
positif,Pembahasan perekonomian yg digagas Prabowo sandi menurunkan tarif2 harga yg kian meroket menjadi stabil... Itu yg aku tunggu..,"['bahas', 'ekonomi', 'gagas', 'prabowo', 'sandi', 'turun', 'tarif2', 'harga', 'kian', 'roket', 'jadi', 'stabil', 'tunggu']",bahas ekonomi gagas prabowo sandi turun tarif2 harga kian roket jadi stabil tunggu
positif,"Itu bisnis hardware, bukan esport. Kalau kita pengekspor hardware seperti itu gw dukung, tapi ini kita sebagai user, pengaruh kepada ke ekonomian kita nggak ada seujung jari.","['bisnis', 'hardware', 'bukan', 'esport', 'kalau', 'ekspor', 'hardware', 'dukung', 'user', 'pengaruh', 'ekonomi', 'tidak', 'ujung', 'jari']",bisnis hardware bukan esport kalau ekspor hardware dukung user pengaruh ekonomi tidak ujung jari
netral,"Tak Ambil Gaji Jika Menang Pilpres, Prabowo-Sandi Ikuti Sederet Presiden Terkenal #Prabowo  http://www.rmoljakarta.com/read/2019/04/14/56505/Tak-Ambil-Gaji-Jika-Menang-Pilpres,-Prabowo-Sandi-Ikuti-Sederet-Presiden-Terkenal-Â â€¦","['tidak', 'ambil', 'gaji', 'menang', 'pilpres', 'prabowosandi', 'ikut', 'deret', 'presiden', 'kenal']",tidak ambil gaji menang pilpres prabowosandi ikut deret presiden kenal
negatif,Emg bisa ya saksi menghalangi??? Dia bukannya cmn ngejelasin aja? Yg menentukan boleh tidaknya kan panitianya? Gmn shi? Apa kami pikir itu panitianya digaji @prabowo ya bukan digaji @jokowi ? ðŸ¤¦ðŸ»â€â™‚ï¸ðŸ˜…ðŸ¤£ðŸ¤£ðŸ¤£,"['memang', 'iya', 'saksi', 'halang', 'bukan', 'ngejelasin', 'tentu', 'tidak', 'kan', 'panitia', 'bagaimana', 'shi', 'apa', 'pikir', 'panitia', 'gaji', 'prabowo', 'iya', 'bukan', 'gaji', 'jokowi']",memang iya saksi halang bukan ngejelasin tentu tidak kan panitia bagaimana shi apa pikir panitia gaji prabowo iya bukan gaji jokowi
netral,Kan Pak bowo sdh ungkap semlm waktu debat.ini salah kelola perekonomian presiden2 sebelumnya.bukan salah Pak Jokowi kata Pak Bowo.,"['kan', 'pak', 'bowo', 'ungkap', 'semlm', 'waktu', 'debat', 'salah', 'kelola', 'ekonomi', 'presiden2', 'belum', 'bukan', 'salah', 'pak', 'jokowi', 'kata', 'pak', 'bowo']",kan pak bowo ungkap semlm waktu debat salah kelola ekonomi presiden2 belum bukan salah pak jokowi kata pak bowo
netral,"Arah Perekonomian Indonesia Salah, Kata Prabowo - Warta Ekonomi  https://www.wartaekonomi.co.id/read223690/arah-perekonomian-indonesia-salah-kata-prabowo.htmlÂ â€¦","['arah', 'ekonomi', 'indonesia', 'salah', 'kata', 'prabowo', 'warta', 'ekonomi']",arah ekonomi indonesia salah kata prabowo warta ekonomi
positif,"Ternyata ga cuma aku ya yg terheran2. Coba lihat video closing statement Tusuk Prabowo Sandi masa ngomongnya enak bener ""kalau pgn harga sembako murah tusuk P-S, kalau tdk pgn impor2 tusuk P-S"" kayanya sorga bgt dah haha takut aja ntar kaya di Venezuela","['nyata', 'tidak', 'cuma', 'iya', 'terheran2', 'coba', 'lihat', 'video', 'closing', 'statement', 'tusuk', 'prabowo', 'sandi', 'masa', 'omong', 'enak', 'benar', 'kalau', 'harga', 'sembilan', 'bahan', 'pokok', 'murah', 'tusuk', 'pas', 'kalau', 'tidak', 'impor2', 'tusuk', 'pas', 'kayak', 'sorga', 'banget', 'deh', 'tertawa', 'takut', 'kayak', 'venezuela']",nyata tidak cuma iya terheran2 coba lihat video closing statement tusuk prabowo sandi masa omong enak benar kalau harga sembilan bahan pokok murah tusuk pas kalau tidak impor2 tusuk pas kayak sorga banget deh tertawa takut kayak venezuela
negatif,"Mereka bhkan kalah dari cina soal ekonomi,sama dgan korut soal persenjataan,,arttinya lae ku,sehebat apa pun pemimpin negara kita ini,orang miskin tidak akan bisa di hilangkan..","['bhkan', 'kalah', 'cina', 'soal', 'ekonomisama', 'dgan', 'korut', 'soal', 'persenjataanarttinya', 'lae', 'hebat', 'apa', 'pimpin', 'negara', 'iniorang', 'miskin', 'tidak', 'hilang']",bhkan kalah cina soal ekonomisama dgan korut soal persenjataanarttinya lae hebat apa pimpin negara iniorang miskin tidak hilang
negatif,"Ketika Prabowo bilang agar contoh Cina. Sepertinya ingin buruhnya kerja 12 jam sehari, libur cuma hari minggu. Trus gaji buruhnya ga dibayar. Seperti nasib 1.400 buruhnya yg gajinya terkatung-katung bertahun-tahun.  https://finance.detik.com/berita-ekonomi-bisnis/d-4510088/selain-kerja-12-jamhari-karyawan-jack-ma-cuma-libur-1-harimingguÂ â€¦","['prabowo', 'bilang', 'contoh', 'cina', 'seperti', 'buruh', 'kerja', '12', 'jam', 'hari', 'libur', 'cuma', 'hari', 'minggu', 'lalu', 'gaji', 'buruh', 'tidak', 'bayar', 'nasib', '1', '400', 'buruh', 'gaji', 'terkatungkatung', 'bertahuntahun']",prabowo bilang contoh cina seperti buruh kerja 12 jam hari libur cuma hari minggu lalu gaji buruh tidak bayar nasib 1 400 buruh gaji terkatungkatung bertahuntahun
negatif,Debat terdahulu jebakannya unicorn sekarang mau jebak Prabowo dgn Mobile Legend..Please apa gak ada lg pertanyaan seputar ekonomi kerakyatan..Hobi banget nih orang main jebak jebakan..Jadi gak respect gw #UASdifitnahKejiDanBrutal,"['debat', 'dahulu', 'jebak', 'unicorn', 'sekarang', 'mau', 'jebak', 'prabowo', 'mobile', 'legend', 'please', 'apa', 'tidak', 'tanya', 'putar', 'ekonomi', 'rakyat', 'hobi', 'sekali', 'orang', 'main', 'jebak', 'jebak', 'jadi', 'tidak', 'respect']",debat dahulu jebak unicorn sekarang mau jebak prabowo mobile legend please apa tidak tanya putar ekonomi rakyat hobi sekali orang main jebak jebak jadi tidak respect
positif,Pasti...TPS (tusuk Prabowo sandi ) NKRI harga mati...!!!,"['tps', 'tusuk', 'prabowo', 'sandi', 'negara', 'satu', 'republik', 'indonesia', 'harga', 'mati']",tps tusuk prabowo sandi negara satu republik indonesia harga mati
positif,"SUDAH WAKTUNYA GANTI PEMIMPIN, KARENA KAMI BUTUH PERUBAHAN , 5 TAHUN PAK JOKOWI MEMANG MEMBANGUN , TETAPI SDM MALAH MENURUN DAN KURANG DALAM EKONOMI PENDAPATAN PERKAVITA RAKYAT JELATA , WAKTUNYA GANTI PEMIMPIN , WAKTUNYA PERUBAHAN.  pic.twitter.com/SqZayZnPuO","['waktu', 'ganti', 'pimpin', 'butuh', 'ubah', '5', 'tahun', 'pak', 'jokowi', 'memang', 'bangun', 'sdm', 'bahkan', 'turun', 'kurang', 'ekonomi', 'dapat', 'perkavita', 'rakyat', 'jelata', 'waktu', 'ganti', 'pimpin', 'waktu', 'ubah']",waktu ganti pimpin butuh ubah 5 tahun pak jokowi memang bangun sdm bahkan turun kurang ekonomi dapat perkavita rakyat jelata waktu ganti pimpin waktu ubah
